0,10,x7fd54d10c370,1,150.0,0.0,0.0,0.01,3,[11],1
0,10,x7fd54d10c370,2,650.0,1.0,1.0,0.02,3,[14],2
0,10,x7fd54d10c370,3,550.0,0.0,1.0,0.0,4,[4],0
0,10,x7fd54d10c370,4,250.0,0.0,0.0,0.02,2,[0],3
0,10,x7fd54d10c370,5,250.0,0.0,0.0,0.02,3,[14],3
0,10,x7fd54d10c370,6,-127.0,0.0,0.0,0.03,3,[0],4
0,10,x7fd54d10c370,7,-250.0,0.0,0.0,0.01,4,[11],1
0,10,x7fd54d10c370,8,-100.0,0.0,0.0,0.03,4,[0],4
0,10,x7fd54d10c370,9,550.0,0.0,1.0,0.01,4,[11],2
0,10,x7fd54d10c370,10,550.0,0.0,1.0,0.02,4,[14],1
0,10,x7fd54d10c370,11,150.0,0.0,0.0,0.03,3,[11],2
0,10,x7fd54d10c370,12,150.0,0.0,0.0,0.02,4,[14],1
0,10,x7fd54d10c370,13,409.0,0.0,1.0,0.02,4,[14],3
0,10,x7fd54d10c370,14,400.0,0.0,1.0,0.02,4,[14],0
0,10,x7fd54d10c370,15,148.0,0.0,0.0,0.01,3,[11],2
0,10,x7fd54d10c370,16,550.0,0.0,1.0,0.03,2,[0],1
0,10,x7fd54d10c370,17,100.0,0.0,0.0,0.0,4,[14],3
0,10,x7fd54d10c370,18,250.0,0.0,0.0,0.01,3,[11],2
0,10,x7fd54d10c370,19,423.0,0.0,1.0,0.01,4,[11],0
0,10,x7fd54d10c370,20,150.0,0.0,1.0,0.02,4,[14],1
0,10,x7fd54d10c370,21,250.0,0.0,0.0,0.01,3,[11],3
0,10,x7fd54d10c370,22,250.0,0.0,1.0,0.03,4,[1],3
0,10,x7fd54d10c370,23,138.0,0.0,0.0,0.01,4,[11],0
0,10,x7fd54d10c370,24,-52.0,0.0,0.0,0.02,4,[14],1
0,10,x7fd54d10c370,25,-60.0,0.0,0.0,0.03,3,[0],0
0,10,x7fd54d10c370,26,550.0,0.0,1.0,0.01,3,[11],3
0,10,x7fd54d10c370,27,50.0,0.0,0.0,0.02,2,[0],2
0,10,x7fd54d10c370,28,50.0,0.0,0.0,0.01,4,[11],2
0,10,x7fd54d10c370,29,550.0,0.0,1.0,0.01,4,[11],3
0,10,x7fd54d10c370,30,153.0,0.0,0.0,0.01,4,[11],2
0,10,x7fd54d10c370,31,150.0,0.0,1.0,0.01,4,[11],2
0,10,x7fd54d10c370,32,550.0,0.0,1.0,0.02,4,[14],3
0,10,x7fd54d10c370,33,-19.0,0.0,0.0,0.01,4,[11],0
0,10,x7fd54d10c370,34,250.0,0.0,0.0,0.01,4,[11],0
0,10,x7fd54d10c370,35,350.0,1.0,1.0,0.03,4,[1],3
0,10,x7fd54d10c370,36,500.0,1.0,1.0,0.02,4,[14],4
0,10,x7fd54d10c370,37,50.0,1.0,0.0,0.03,3,[1],4
0,10,x7fd54d10c370,38,-97.0,0.0,0.0,0.03,4,[0],4
0,10,x7fd54d10c370,39,250.0,0.0,0.0,0.01,4,[11],0
0,10,x7fd54d10c370,40,250.0,0.0,0.0,0.01,4,[11],0
0,10,x7fd54d10c370,41,-249.0,0.0,0.0,0.01,4,[11],2
0,10,x7fd54d10c370,42,394.0,1.0,1.0,0.03,4,[0],3
0,10,x7fd54d10c370,43,-250.0,0.0,0.0,0.02,3,[14],1
0,10,x7fd54d10c370,44,350.0,1.0,0.0,0.01,3,[11],4
0,10,x7fd54d10c370,45,-30.0,0.0,0.0,0.03,3,[0],0
0,10,x7fd54d10c370,46,-259.0,0.0,0.0,0.01,3,[11],1
0,10,x7fd54d10c370,47,-350.0,0.0,0.0,0.03,2,[0],0
0,10,x7fd54d10c370,48,-250.0,0.0,0.0,0.0,4,[11],2
0,10,x7fd54d10c370,49,650.0,1.0,1.0,0.02,3,[14],4
0,10,x7fd54d10c370,50,250.0,1.0,0.0,0.01,4,[11],4
0,10,x7fd54d10c370,51,150.0,1.0,0.0,0.01,4,[14],4
0,10,x7fd54d10c370,52,-350.0,0.0,0.0,0.01,3,[11],1
0,10,x7fd54d10c370,53,350.0,1.0,0.0,0.01,4,[11],0
0,10,x7fd54d10c370,54,250.0,0.0,0.0,0.01,3,[11],1
0,10,x7fd54d10c370,55,0.0,0.0,0.0,0.01,4,[11],1
0,10,x7fd54d10c370,56,-26.0,0.0,0.0,0.01,3,[11],0
0,10,x7fd54d10c370,57,2.0,1.0,0.0,0.01,4,[11],4
0,10,x7fd54d10c370,58,-250.0,0.0,0.0,0.02,4,[14],0
0,10,x7fd54d10c370,59,144.0,0.0,0.0,0.01,3,[11],2
0,10,x7fd54d10c370,60,-150.0,0.0,0.0,0.01,3,[11],1
0,10,x7fd54d10c370,61,84.0,0.0,0.0,0.02,4,[14],1
0,10,x7fd54d10c370,62,550.0,0.0,1.0,0.01,3,[11],1
0,10,x7fd54d10c370,63,79.0,0.0,0.0,0.01,3,[11],1
0,10,x7fd54d10c370,64,250.0,0.0,0.0,0.02,3,[14],2
0,10,x7fd54d10c370,65,-150.0,0.0,0.0,0.01,3,[11],1
0,10,x7fd54d10c370,66,255.0,1.0,0.0,0.02,4,[14],4
0,10,x7fd54d10c370,67,150.0,0.0,0.0,0.01,4,[11],0
0,10,x7fd54d10c370,68,150.0,0.0,1.0,0.02,4,[14],2
0,10,x7fd54d10c370,69,250.0,0.0,0.0,0.01,4,[11],1
0,10,x7fd54d10c370,70,250.0,0.0,0.0,0.02,4,[14],2
0,10,x7fd54d10c370,71,96.0,1.0,0.0,0.02,3,[14],4
0,10,x7fd54d10c370,72,250.0,0.0,0.0,0.01,3,[11],0
0,10,x7fd54d10c370,73,-350.0,0.0,0.0,0.02,4,[14],1
0,10,x7fd54d10c370,74,-150.0,0.0,0.0,0.03,4,[11],1
0,10,x7fd54d10c370,75,-250.0,0.0,0.0,0.01,4,[11],1
