0,1,1,0,0,0
2,2,1,0,1,0
4,3,2,0,1,0
5,3,2,0,1,0
7,4,3,0,1,0
8,6,5,0,1,0
10,7,6,0,1,0
12,8,6,0,2,0
13,8,6,0,2,0
14,9,7,0,2,0
15,9,7,0,2,0
16,10,8,0,2,0
18,11,9,0,2,0
23,11,10,0,1,0
25,11,10,0,1,0
26,12,11,0,1,0
29,12,11,0,1,0
33,13,12,0,1,0
36,15,14,0,1,0
38,16,15,0,1,0
40,15,15,0,0,0
41,15,15,0,0,0
42,16,15,0,1,0
45,15,14,0,1,0
46,16,15,0,1,0
47,16,15,0,1,0
48,17,16,0,1,0
50,17,16,0,1,0
54,18,17,0,1,0
57,18,17,0,1,0
58,19,18,0,1,0
60,22,21,0,1,0
66,22,20,0,2,0
70,23,20,0,3,0
71,20,17,0,3,0
73,21,18,0,3,0
76,23,20,0,3,0
77,21,18,0,3,0
78,22,18,0,4,0
80,22,18,0,4,0
81,22,18,0,4,0
82,21,17,0,4,0
84,22,18,0,4,0
86,23,18,0,5,0
87,22,17,0,5,0
88,22,16,0,6,0
92,24,18,0,6,0
98,24,18,0,6,0
101,26,20,0,6,0
109,27,20,0,7,0
113,29,22,0,7,0
114,28,21,0,7,0
115,28,22,0,6,0
118,29,23,0,6,0
121,31,25,0,6,0
123,32,26,0,6,0
124,31,26,0,5,0
125,31,25,0,6,0
126,31,25,0,6,0
127,31,24,0,7,0
130,31,24,0,7,0
133,31,25,0,6,0
134,31,25,0,6,0
135,31,25,0,6,0
141,33,26,0,7,0
142,32,25,0,7,0
144,32,25,0,7,0
147,33,26,0,7,0
148,32,25,0,7,0
149,33,25,0,8,0
152,33,26,0,7,0
154,34,27,0,7,0
157,35,27,0,8,0
163,35,27,0,8,0
165,35,28,0,7,0
166,35,28,0,7,0
167,36,29,0,7,0
168,36,29,0,7,0
169,36,29,0,7,0
170,36,29,0,7,0
171,37,30,0,7,0
173,37,30,0,7,0
178,36,31,0,5,0
179,37,31,0,6,0
183,38,33,0,5,0
186,38,33,0,5,0
189,39,33,0,6,0
190,38,32,0,6,0
192,39,32,0,7,0
196,38,32,0,6,0
197,39,33,0,6,0
198,39,33,0,6,0
199,40,33,0,7,0
201,40,33,0,7,0
204,41,33,0,8,0
205,41,33,0,8,0
207,41,32,0,9,0
208,42,33,0,9,0
209,41,32,0,9,0
211,41,31,0,10,0
212,42,32,0,10,0
213,42,32,0,10,0
214,43,33,0,10,0
215,42,32,0,10,0
219,42,33,0,9,0
220,42,32,0,10,0
223,42,32,0,10,0
229,44,34,0,10,0
232,45,34,0,11,0
233,44,33,0,11,0
235,45,34,0,11,0
236,44,33,0,11,0
238,44,33,0,11,0
240,45,34,0,11,0
242,45,33,0,12,0
246,48,36,0,12,0
247,47,36,0,11,0
248,47,36,0,11,0
249,46,35,0,11,0
251,47,36,0,11,0
252,47,36,0,11,0
256,48,36,0,12,0
258,47,35,0,12,0
259,48,35,0,13,0
260,48,35,0,13,0
261,48,35,0,13,0
262,49,36,0,13,0
265,48,35,0,13,0
266,49,36,0,13,0
268,49,36,0,13,0
269,49,36,0,13,0
270,49,36,0,13,0
272,49,36,0,13,0
274,49,36,0,13,0
276,50,37,0,13,0
279,48,35,0,13,0
280,48,35,0,13,0
281,47,34,0,13,0
282,47,34,0,13,0
283,47,34,0,13,0
285,50,38,0,12,0
286,49,37,0,12,0
287,49,37,0,12,0
289,49,37,0,12,0
290,49,37,0,12,0
294,51,38,0,13,0
295,51,39,0,12,0
297,53,40,0,13,0
298,53,40,0,13,0
299,53,40,0,13,0
302,53,40,0,13,0
304,53,40,0,13,0
307,53,41,0,12,0
309,53,41,0,12,0
310,53,41,0,12,0
311,53,41,0,12,0
313,53,41,0,12,0
315,52,40,0,12,0
316,52,40,0,12,0
