0,0,0,0,0
1,1,1,0,0
2,1,1,0,0
3,1,1,0,0
4,2,2,0,0
5,2,2,0,0
6,2,2,0,0
7,2,2,0,0
8,3,3,0,0
9,3,3,0,0
10,3,3,0,0
11,3,3,0,0
12,4,4,0,0
13,4,4,0,0
14,4,4,0,0
15,4,4,0,0
16,5,4,1,0
17,5,4,1,0
18,5,4,1,0
19,5,4,1,0
20,6,5,1,0
21,6,5,1,0
22,6,5,1,0
23,6,5,1,0
24,7,6,1,0
25,7,6,1,0
26,7,6,1,0
27,7,6,1,0
28,7,6,1,0
29,8,7,1,0
30,8,7,1,0
31,8,7,1,0
32,9,8,1,0
33,9,8,1,0
34,9,8,1,0
35,9,8,1,0
36,11,9,2,0
37,11,9,2,0
38,11,9,2,0
39,11,9,2,0
40,12,10,2,0
41,12,10,2,0
42,12,10,2,0
43,13,11,2,0
44,14,11,3,0
45,14,11,3,0
46,14,11,3,0
47,14,11,3,0
48,15,12,3,0
49,15,12,3,0
50,15,12,3,0
51,15,12,3,0
52,15,12,3,0
53,14,11,3,0
54,14,11,3,0
55,14,11,3,0
56,14,11,3,0
57,14,11,3,0
58,14,11,3,0
59,14,11,3,0
60,15,12,3,0
61,15,12,3,0
62,15,12,3,0
63,15,12,3,0
64,16,13,3,0
65,16,13,3,0
66,16,13,3,0
67,15,13,2,0
68,16,14,2,0
69,16,14,2,0
70,16,14,2,0
71,16,14,2,0
72,16,14,2,0
73,16,14,2,0
74,16,14,2,0
75,16,14,2,0
76,16,14,2,0
77,18,16,2,0
78,18,16,2,0
79,18,16,2,0
80,18,16,2,0
81,18,16,2,0
82,18,16,2,0
83,18,16,2,0
84,18,16,2,0
85,17,15,2,0
86,16,14,2,0
87,16,14,2,0
88,16,14,2,0
89,16,14,2,0
90,16,14,2,0
91,16,14,2,0
92,16,14,2,0
93,16,14,2,0
94,16,14,2,0
95,16,14,2,0
96,17,15,2,0
97,17,15,2,0
98,17,15,2,0
99,17,15,2,0
100,16,15,1,0
101,16,15,1,0
102,16,15,1,0
103,16,15,1,0
104,17,16,1,0
105,17,16,1,0
106,17,16,1,0
107,17,16,1,0
108,17,16,1,0
109,17,16,1,0
110,17,16,1,0
111,16,15,1,0
112,16,15,1,0
113,15,14,1,0
114,15,14,1,0
115,15,14,1,0
116,16,15,1,0
117,16,15,1,0
118,17,16,1,0
119,17,16,1,0
120,17,16,1,0
121,17,16,1,0
122,17,16,1,0
123,17,16,1,0
124,17,16,1,0
125,16,15,1,0
126,16,15,1,0
127,16,15,1,0
128,16,15,1,0
129,16,15,1,0
130,16,15,1,0
131,17,15,1,1
132,17,15,1,1
133,17,15,1,1
134,17,15,1,1
135,17,15,1,1
136,17,15,1,1
137,17,15,1,1
138,16,14,1,1
139,15,13,1,1
140,15,13,1,1
141,15,13,1,1
142,15,13,1,1
143,16,14,1,1
144,16,14,1,1
145,16,14,1,1
146,17,15,1,1
147,17,15,1,1
148,17,15,1,1
149,17,15,1,1
