5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a9216d700>,0.0,0.0,5,5,1,Input,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305bc1f0>,2.5,2.5,1,5,1,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,2.0,<objects.order.Order object at 0x7f3a305c3be0>,5.0,5.0,1,5,0,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,1.0,<objects.order.Order object at 0x7f3a305bcd60>,7.5,7.5,0,5,1,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305cb220>,10.0,10.0,1,5,0,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305cb7c0>,12.5,12.5,0,5,0,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305bc1f0>,2.5,14.97,0,1,3,Interface-In,Interface-Out,Interface-In,[26]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a9216d700>,0.0,16.66,3,3,4,Interface-In,Interface-Out,Interface-In,[29]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a33fe2d00>,17.5,17.5,4,5,1,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305a6a60>,20.0,20.0,1,5,1,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,2.0,<objects.order.Order object at 0x7f3a305c3be0>,5.0,21.19,1,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305cb4c0>,22.5,22.5,2,5,1,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a3054fc40>,25.0,25.0,1,5,0,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305bc1f0>,2.5,26.14,0,4,5,Interface-In,Interface-Out,Output,[30]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a3055a580>,27.5,27.5,5,5,0,Output,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305cb7c0>,12.5,28.73,0,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a3054a280>,30.0,30.0,2,5,1,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,2.0,<objects.order.Order object at 0x7f3a305c3be0>,5.0,31.15,1,4,5,Interface-In,Interface-Out,Output,[30]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305a6ee0>,32.5,32.5,5,5,0,Output,Input,Interface-In,[0]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a305cb220>,10.0,33.98,0,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,3,x7f3a305cbac0,0.0,<objects.order.Order object at 0x7f3a38093a90>,35.0,35.0,2,5,0,Interface-In,Input,Interface-In,[0]
5,3,x7f3a305cbac0,1.0,<objects.order.Order object at 0x7f3a305bcd60>,7.5,37.09,0,1,3,Interface-In,Interface-Out,Interface-In,[26]
