5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41aa95dfa0>,0.0,10.61,5,1,3,Input,Interface-Out,Interface-In,[26]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a80abc10>,15.0,15.0,3,5,0,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41aa95dfa0>,0.0,20.77,0,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a80f0df0>,2.5,21.67,5,3,4,Output,Interface-Out,Interface-In,[29]
5,30,x7f41a80ab520,2.0,<objects.order.Order object at 0x7f41a80f0fd0>,5.0,26.9,4,2,4,Interface-In,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a80f0c10>,12.5,34.75,4,2,4,Interface-In,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a862cf40>,37.5,37.5,4,5,1,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a80abc10>,15.0,39.23,1,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41aa95dd00>,10.0,40.0,2,2,4,Interface-In,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41aa95d100>,7.5,43.0,4,3,4,Interface-In,Interface-Out,Interface-In,[29]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8095250>,27.5,44.55,4,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41aa95d220>,45.0,45.21,2,5,1,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a85ca8b0>,47.5,47.5,1,5,0,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8089b20>,25.0,50.01,0,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a80abc10>,15.0,50.81,2,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8095250>,27.5,51.71,5,2,4,Output,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,2.0,<objects.order.Order object at 0x7f41aa8c1940>,52.5,52.62,4,5,0,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a801eb80>,30.0,55.05,0,1,3,Interface-In,Interface-Out,Interface-In,[26]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a801c8e0>,35.0,55.64,3,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8095250>,27.5,56.54,2,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41b242f5e0>,57.5,57.5,5,5,1,Output,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a862cf40>,37.5,59.68,1,1,4,Interface-In,Interface-Out,Interface-In,[26]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8089eb0>,32.5,60.71,4,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a801eb80>,30.0,61.93,2,3,4,Interface-In,Interface-Out,Interface-In,[29]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41ab19ad00>,62.5,62.61,4,5,0,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8095a30>,22.5,65.09,0,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41a80f0e50>,40.0,66.03,5,0,2,Output,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a862cf40>,37.5,68.14,2,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a802b6a0>,42.5,70.08,5,3,4,Output,Interface-Out,Interface-In,[29]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a801c8e0>,35.0,70.99,4,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f4201608820>,72.5,72.5,5,5,0,Output,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a801eb80>,30.0,73.58,0,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a84065e0>,75.0,75.0,5,5,0,Output,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a85f2850>,55.0,76.67,0,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41aa87cf10>,77.5,77.5,2,5,1,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41a80ab400>,80.0,80.0,1,5,0,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8031df0>,60.0,81.99,0,1,4,Interface-In,Interface-Out,Interface-In,[26]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41a80f0e50>,40.0,82.58,4,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41b242f5e0>,57.5,84.04,5,3,4,Output,Interface-Out,Interface-In,[29]
5,30,x7f41a80ab520,2.0,<objects.order.Order object at 0x7f41a80955b0>,85.0,85.0,4,5,1,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8697ca0>,87.5,87.5,1,5,0,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,2.0,<objects.order.Order object at 0x7f41aa8c1940>,52.5,88.53,0,2,4,Interface-In,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8031df0>,60.0,90.56,4,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f4201608820>,72.5,92.63,5,0,2,Output,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a85f2850>,55.0,93.46,2,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41aa87cf10>,77.5,95.46,5,1,5,Output,Interface-Out,Output,[26]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41aa87f7f0>,67.5,97.82,5,0,2,Output,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,2.0,<objects.order.Order object at 0x7f41aa8c1940>,52.5,98.99,2,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a067c640>,100.0,100.0,5,5,0,Output,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f4202497b20>,102.5,102.5,0,5,1,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41aa87f7f0>,67.5,103.91,1,2,4,Interface-In,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f4201608820>,72.5,104.75,4,4,5,Interface-In,Interface-Out,Output,[30]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41aa87f7f0>,67.5,108.31,5,4,5,Output,Interface-Out,Output,[30]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a84065e0>,75.0,109.44,5,2,4,Output,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,,,,110.35,4,7,7,Interface-In,None,None,
5,30,x7f41a80ab520,2.0,<objects.order.Order object at 0x7f41a06e8490>,65.0,110.57,4,3,4,Interface-In,Interface-Out,Interface-In,[29]
5,30,x7f41a80ab520,,,,111.25,4,7,7,Interface-In,None,None,
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8406760>,112.5,112.5,4,5,0,Interface-In,Input,Interface-In,[0]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a8697ca0>,87.5,113.78,0,0,2,Interface-In,Interface-Out,Interface-In,[24]
5,30,x7f41a80ab520,1.0,<objects.order.Order object at 0x7f41a80ab400>,80.0,114.58,2,2,4,Interface-In,Interface-Out,Interface-In,[28]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f4203c08d30>,70.0,115.26,4,3,4,Interface-In,Interface-Out,Interface-In,[29]
5,30,x7f41a80ab520,0.0,<objects.order.Order object at 0x7f41a84b9a90>,117.5,117.5,4,5,1,Interface-In,Input,Interface-In,[0]
